2023-01-06 11:12:00,611 INFO    StreamThr :3063335 [internal.py:wandb_internal():87] W&B internal server running at pid: 3063335, started at: 2023-01-06 11:12:00.609931
2023-01-06 11:12:00,662 DEBUG   HandlerThread:3063335 [handler.py:handle_request():139] handle_request: status
2023-01-06 11:12:00,662 DEBUG   SenderThread:3063335 [sender.py:send_request():317] send_request: status
2023-01-06 11:12:00,686 DEBUG   SenderThread:3063335 [sender.py:send():303] send: header
2023-01-06 11:12:00,686 INFO    WriterThread:3063335 [datastore.py:open_for_write():75] open: /share/pierson/selective_labels_data/hirid_data_analysis/richras_dir/learning_from_doctor_and_patient/Stop_Frisk_Notebooks/wandb/run-20230106_111200-2v08w0zl/run-2v08w0zl.wandb
2023-01-06 11:12:01,191 DEBUG   SenderThread:3063335 [sender.py:send():303] send: run
2023-01-06 11:12:01,400 DEBUG   HandlerThread:3063335 [handler.py:handle_request():139] handle_request: check_version
2023-01-06 11:12:01,446 INFO    SenderThread:3063335 [dir_watcher.py:__init__():216] watching files in: /share/pierson/selective_labels_data/hirid_data_analysis/richras_dir/learning_from_doctor_and_patient/Stop_Frisk_Notebooks/wandb/run-20230106_111200-2v08w0zl/files
2023-01-06 11:12:01,446 INFO    SenderThread:3063335 [sender.py:_start_run_threads():928] run started: 2v08w0zl with start time 1673021520.57458
2023-01-06 11:12:01,446 DEBUG   SenderThread:3063335 [sender.py:send():303] send: summary
2023-01-06 11:12:01,447 INFO    SenderThread:3063335 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2023-01-06 11:12:01,448 DEBUG   SenderThread:3063335 [sender.py:send_request():317] send_request: check_version
2023-01-06 11:12:01,532 DEBUG   HandlerThread:3063335 [handler.py:handle_request():139] handle_request: run_start
2023-01-06 11:12:01,539 DEBUG   HandlerThread:3063335 [system_info.py:__init__():31] System info init
2023-01-06 11:12:01,540 DEBUG   HandlerThread:3063335 [system_info.py:__init__():46] System info init done
2023-01-06 11:12:01,540 INFO    HandlerThread:3063335 [system_monitor.py:start():150] Starting system monitor
2023-01-06 11:12:01,553 INFO    SystemMonitor:3063335 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-06 11:12:01,554 INFO    HandlerThread:3063335 [system_monitor.py:probe():171] Collecting system info
2023-01-06 11:12:01,574 INFO    SystemMonitor:3063335 [interfaces.py:start():168] Started cpu
2023-01-06 11:12:01,575 INFO    SystemMonitor:3063335 [interfaces.py:start():168] Started disk
2023-01-06 11:12:01,575 INFO    SystemMonitor:3063335 [interfaces.py:start():168] Started gpu
2023-01-06 11:12:01,590 DEBUG   HandlerThread:3063335 [system_info.py:probe():195] Probing system
2023-01-06 11:12:01,606 INFO    SystemMonitor:3063335 [interfaces.py:start():168] Started memory
2023-01-06 11:12:01,607 INFO    SystemMonitor:3063335 [interfaces.py:start():168] Started network
2023-01-06 11:12:01,622 DEBUG   HandlerThread:3063335 [system_info.py:_probe_git():180] Probing git
2023-01-06 11:12:01,694 DEBUG   HandlerThread:3063335 [system_info.py:_probe_git():188] Probing git done
2023-01-06 11:12:01,694 DEBUG   HandlerThread:3063335 [system_info.py:probe():241] Probing system done
